loan_id,company_id,loan_amount,interest_rate,term_months,purpose,collateral_type,collateral_value,ltv_ratio,origination_date,loan_status,default_flag,days_to_default,loss_amount,recovery_amount
LOAN_008669,COMP_000380,5366678.26,0.0797,48,refinancing,unsecured,0.0,,2022-10-20,current,0,,,
LOAN_008670,COMP_003188,50000000.0,0.0527,24,acquisition,equipment,80396711.33,0.6219,2022-11-16,paid_off,0,,,
LOAN_008671,COMP_002358,13561272.57,0.0696,48,refinancing,securities,25414609.26,0.5336,2023-10-19,current,0,,,
LOAN_008672,COMP_004721,50000000.0,0.0608,60,equipment,receivables,84222467.6,0.5937,2024-02-06,current,0,,,
LOAN_008673,COMP_002731,50000000.0,0.0886,24,refinancing,equipment,60543054.66,0.8259,2023-08-05,paid_off,0,,,
LOAN_008674,COMP_003484,3133537.16,0.0913,24,expansion,inventory,5406783.36,0.5796,2023-09-20,default,1,301,1346993.73,1786543.43
LOAN_008675,COMP_004369,4964160.65,0.0763,48,refinancing,inventory,9025038.62,0.55,2022-12-23,current,0,,,
LOAN_008676,COMP_000014,50000000.0,0.0799,36,real_estate,unsecured,0.0,,2020-06-25,paid_off,0,,,
LOAN_008677,COMP_002701,13687344.51,0.0486,12,real_estate,equipment,17084510.84,0.8012,2022-08-24,paid_off,0,,,
LOAN_008678,COMP_004867,3808399.39,0.0704,12,expansion,inventory,4484604.97,0.8492,2020-12-25,paid_off,0,,,
LOAN_008679,COMP_004341,50000000.0,0.0769,24,equipment,receivables,79156669.35,0.6317,2024-04-24,current,0,,,
LOAN_008680,COMP_002194,50000000.0,0.0827,60,acquisition,real_estate,70803293.48,0.7062,2023-09-04,current,0,,,
LOAN_008681,COMP_000814,50000000.0,0.0778,12,acquisition,real_estate,68503376.36,0.7299,2023-02-04,paid_off,0,,,
LOAN_008682,COMP_001801,50000000.0,0.0662,24,expansion,securities,89737292.64,0.5572,2021-10-14,paid_off,0,,,
LOAN_008683,COMP_003315,15046908.01,0.0566,48,equipment,inventory,27776938.76,0.5417,2024-05-15,current,0,,,
LOAN_008684,COMP_004626,15921632.47,0.0827,12,expansion,receivables,22320746.71,0.7133,2024-11-12,paid_off,0,,,
LOAN_008685,COMP_000388,1717163.71,0.0658,36,refinancing,unsecured,0.0,,2022-09-07,paid_off,0,,,
LOAN_008686,COMP_004472,17381678.32,0.0608,24,expansion,unsecured,0.0,,2021-12-17,default,1,74,10895412.26,6486266.06
LOAN_008687,COMP_003134,3931997.31,0.0909,60,working_capital,unsecured,0.0,,2024-10-03,default,1,227,3162452.26,769545.05
LOAN_008688,COMP_003879,49974536.75,0.0641,48,real_estate,securities,80459332.57,0.6211,2021-09-24,paid_off,0,,,
LOAN_008689,COMP_000529,3240020.08,0.0797,48,expansion,receivables,5259862.02,0.616,2024-09-06,current,0,,,
LOAN_008690,COMP_004372,50000000.0,0.0751,24,working_capital,real_estate,63495576.01,0.7875,2020-04-28,paid_off,0,,,
LOAN_008691,COMP_001327,50000000.0,0.0779,48,refinancing,unsecured,0.0,,2021-10-25,paid_off,0,,,
LOAN_008692,COMP_003557,2390509.01,0.0893,48,equipment,receivables,2954012.76,0.8092,2021-08-08,paid_off,0,,,
LOAN_008693,COMP_004288,16671791.16,0.0762,48,refinancing,securities,18636532.55,0.8946,2023-12-28,current,0,,,
LOAN_008694,COMP_001631,16049331.17,0.0766,48,refinancing,real_estate,25914620.38,0.6193,2023-05-11,current,0,,,
LOAN_008695,COMP_002391,6554336.17,0.0671,48,working_capital,unsecured,0.0,,2022-11-15,current,0,,,
LOAN_008696,COMP_003307,26882235.08,0.0661,24,working_capital,real_estate,42157505.91,0.6377,2022-10-23,paid_off,0,,,
LOAN_008697,COMP_003781,742718.74,0.0607,48,working_capital,receivables,848993.45,0.8748,2022-08-10,current,0,,,
LOAN_008698,COMP_004798,16210093.0,0.0861,24,equipment,unsecured,0.0,,2022-09-21,paid_off,0,,,
LOAN_008699,COMP_003173,4019578.03,0.0574,60,real_estate,inventory,6915334.25,0.5813,2023-09-07,current,0,,,
LOAN_008700,COMP_002447,7560111.39,0.0688,60,refinancing,inventory,8696612.52,0.8693,2020-08-10,paid_off,0,,,
LOAN_008701,COMP_003137,50000000.0,0.0743,24,equipment,unsecured,0.0,,2022-10-14,paid_off,0,,,
LOAN_008702,COMP_003208,50000000.0,0.0711,60,acquisition,real_estate,69037877.7,0.7242,2023-02-17,current,0,,,
LOAN_008703,COMP_003234,1700645.78,0.0798,48,real_estate,receivables,2004013.64,0.8486,2022-06-12,current,0,,,
LOAN_008704,COMP_004389,43109621.2,0.0845,36,expansion,real_estate,48326789.85,0.892,2024-09-18,current,0,,,
LOAN_008705,COMP_002819,12108859.23,0.064,24,expansion,receivables,24015487.12,0.5042,2021-12-23,paid_off,0,,,
LOAN_008706,COMP_002041,50000000.0,0.0745,36,expansion,receivables,88007086.65,0.5681,2020-12-21,paid_off,0,,,
LOAN_008707,COMP_004812,19350118.57,0.071,48,expansion,real_estate,35518234.63,0.5448,2021-12-20,paid_off,0,,,
LOAN_008708,COMP_001512,8258880.97,0.0779,60,real_estate,securities,14153930.91,0.5835,2024-01-19,current,0,,,
LOAN_008709,COMP_001107,48459416.37,0.0788,36,acquisition,equipment,88376712.36,0.5483,2021-07-15,paid_off,0,,,
LOAN_008710,COMP_003449,7483843.65,0.0503,36,expansion,equipment,9662600.25,0.7745,2022-09-28,paid_off,0,,,
LOAN_008711,COMP_001376,50000000.0,0.0841,48,equipment,securities,66848185.45,0.748,2020-09-29,paid_off,0,,,
LOAN_008712,COMP_000057,2393784.42,0.0899,48,working_capital,inventory,3196233.28,0.7489,2023-10-04,current,0,,,
LOAN_008713,COMP_004332,25921220.46,0.0472,60,working_capital,equipment,50648301.07,0.5118,2022-06-13,current,0,,,
LOAN_008714,COMP_002897,22875575.04,0.0897,12,acquisition,inventory,35327419.07,0.6475,2020-03-06,paid_off,0,,,
LOAN_008715,COMP_000359,50000000.0,0.0843,48,real_estate,equipment,99499927.92,0.5025,2021-07-13,paid_off,0,,,
LOAN_008716,COMP_001923,11646611.59,0.0705,48,refinancing,receivables,22714232.96,0.5127,2023-09-11,current,0,,,
LOAN_008717,COMP_003859,24302195.67,0.0821,60,working_capital,equipment,36885401.34,0.6589,2023-09-04,current,0,,,
LOAN_008718,COMP_004641,50000000.0,0.0624,24,acquisition,real_estate,69371514.09,0.7208,2022-08-01,paid_off,0,,,
LOAN_008719,COMP_001815,8461044.93,0.0681,60,acquisition,securities,12637670.24,0.6695,2020-07-27,paid_off,0,,,
LOAN_008720,COMP_002789,50000000.0,0.0815,60,working_capital,securities,60914425.21,0.8208,2022-03-22,current,0,,,
LOAN_008721,COMP_000711,21701771.71,0.0538,36,equipment,inventory,25123160.22,0.8638,2020-08-04,paid_off,0,,,
LOAN_008722,COMP_003250,50000000.0,0.0773,12,real_estate,receivables,75842835.46,0.6593,2022-07-10,paid_off,0,,,
LOAN_008723,COMP_000826,50000000.0,0.0874,36,equipment,inventory,85714168.01,0.5833,2023-06-16,current,0,,,
LOAN_008724,COMP_004042,42691655.17,0.0799,12,refinancing,equipment,68104199.47,0.6269,2020-11-29,paid_off,0,,,
LOAN_008725,COMP_000461,13250204.16,0.0613,48,working_capital,securities,23590963.6,0.5617,2021-12-08,paid_off,0,,,
LOAN_008726,COMP_001946,13841478.58,0.0767,36,equipment,securities,22631325.43,0.6116,2024-07-01,current,0,,,
LOAN_008727,COMP_002107,45667875.45,0.0796,60,acquisition,securities,79130133.5,0.5771,2022-05-25,current,0,,,
LOAN_008728,COMP_000058,16114988.45,0.0884,36,acquisition,real_estate,18035317.94,0.8935,2024-12-31,current,0,,,
LOAN_008729,COMP_003323,50000000.0,0.0698,12,working_capital,inventory,94115350.36,0.5313,2022-03-16,paid_off,0,,,
LOAN_008730,COMP_003142,6526593.62,0.0748,60,working_capital,unsecured,0.0,,2022-02-07,current,0,,,
LOAN_008731,COMP_003068,6888423.13,0.0888,36,working_capital,receivables,13334994.63,0.5166,2022-03-25,paid_off,0,,,
LOAN_008732,COMP_004115,28992596.53,0.0605,24,acquisition,securities,54094298.74,0.536,2020-03-16,paid_off,0,,,
LOAN_008733,COMP_000728,14049949.32,0.0919,12,equipment,receivables,27319935.23,0.5143,2023-09-13,paid_off,0,,,
LOAN_008734,COMP_002189,50000000.0,0.065,24,acquisition,inventory,61550857.72,0.8123,2022-07-14,paid_off,0,,,
LOAN_008735,COMP_004045,33912358.75,0.0661,12,refinancing,receivables,66901861.66,0.5069,2023-04-13,paid_off,0,,,
LOAN_008736,COMP_003247,50000000.0,0.0651,60,acquisition,unsecured,0.0,,2020-11-06,paid_off,0,,,
LOAN_008737,COMP_000616,21700596.59,0.0761,48,expansion,receivables,39790992.2,0.5454,2023-04-07,current,0,,,
LOAN_008738,COMP_000331,50000000.0,0.0781,36,refinancing,receivables,60580868.87,0.8253,2024-12-12,current,0,,,
LOAN_008739,COMP_004394,107107.07,0.0692,60,expansion,receivables,119031.48,0.8998,2021-06-02,current,0,,,
LOAN_008740,COMP_003453,36569640.34,0.0567,48,expansion,receivables,48800552.32,0.7494,2021-09-04,paid_off,0,,,
LOAN_008741,COMP_004420,6869186.35,0.0785,12,acquisition,receivables,13070724.03,0.5255,2021-11-13,paid_off,0,,,
LOAN_008742,COMP_001772,42010861.11,0.0913,36,real_estate,receivables,69568856.14,0.6039,2023-01-26,current,0,,,
LOAN_008743,COMP_001791,13589480.65,0.084,36,real_estate,receivables,18582579.67,0.7313,2020-04-28,paid_off,0,,,
LOAN_008744,COMP_001505,50000000.0,0.0674,48,acquisition,unsecured,0.0,,2024-09-24,current,0,,,
LOAN_008745,COMP_004744,45831894.8,0.0665,60,expansion,securities,87781454.18,0.5221,2024-01-05,current,0,,,
LOAN_008746,COMP_003836,35795964.15,0.0677,36,equipment,receivables,47046317.63,0.7609,2022-01-04,paid_off,0,,,
LOAN_008747,COMP_000451,50000000.0,0.0526,36,acquisition,unsecured,0.0,,2023-04-16,default,1,48,37335634.39,12664365.61
LOAN_008748,COMP_003471,546384.35,0.0871,12,acquisition,securities,955834.19,0.5716,2021-04-09,paid_off,0,,,
LOAN_008749,COMP_001364,50000000.0,0.0814,48,real_estate,inventory,75275262.66,0.6642,2023-05-06,current,0,,,
LOAN_008750,COMP_001523,8558408.17,0.0746,48,acquisition,real_estate,11553368.23,0.7408,2024-11-03,current,0,,,
LOAN_008751,COMP_000323,24955375.41,0.0775,36,real_estate,receivables,36946861.25,0.6754,2024-02-14,current,0,,,
LOAN_008752,COMP_003468,50000000.0,0.0606,36,working_capital,securities,74605228.23,0.6702,2023-11-27,current,0,,,
LOAN_008753,COMP_001765,24128618.66,0.06,24,real_estate,real_estate,29181281.44,0.8269,2022-11-21,paid_off,0,,,
LOAN_008754,COMP_003276,50000000.0,0.0746,36,equipment,equipment,93754580.74,0.5333,2022-05-09,paid_off,0,,,
LOAN_008755,COMP_003523,50000000.0,0.0632,60,refinancing,receivables,75249329.82,0.6645,2020-12-18,paid_off,0,,,
LOAN_008756,COMP_001373,50000000.0,0.0595,36,refinancing,securities,69290106.74,0.7216,2022-04-20,paid_off,0,,,
LOAN_008757,COMP_004513,50000000.0,0.0565,36,real_estate,real_estate,63039905.79,0.7931,2021-02-02,paid_off,0,,,
LOAN_008758,COMP_002501,20021062.74,0.0557,36,equipment,inventory,28379561.84,0.7055,2020-06-22,paid_off,0,,,
LOAN_008759,COMP_002554,50000000.0,0.0609,60,real_estate,equipment,90519099.05,0.5524,2024-08-02,current,0,,,
LOAN_008760,COMP_004412,2705017.96,0.0645,48,expansion,equipment,4327614.45,0.6251,2020-09-09,paid_off,0,,,
LOAN_008761,COMP_000636,11420916.73,0.0726,24,equipment,real_estate,14336518.91,0.7966,2024-04-14,current,0,,,
LOAN_008762,COMP_000735,50000000.0,0.0789,24,real_estate,inventory,58620420.44,0.8529,2020-03-24,paid_off,0,,,
LOAN_008763,COMP_004428,1045354.98,0.085,24,refinancing,real_estate,1479014.9,0.7068,2023-05-23,paid_off,0,,,
LOAN_008764,COMP_001033,5618291.88,0.0502,48,expansion,inventory,9624121.47,0.5838,2020-09-13,paid_off,0,,,
LOAN_008765,COMP_000921,50000000.0,0.0711,12,working_capital,real_estate,83234451.31,0.6007,2021-04-30,paid_off,0,,,
LOAN_008766,COMP_001759,3366943.91,0.0856,36,expansion,real_estate,5226928.06,0.6442,2024-01-23,current,0,,,
LOAN_008767,COMP_003084,47929534.0,0.0948,48,working_capital,unsecured,0.0,,2023-11-13,current,0,,,
LOAN_008768,COMP_002897,26128874.19,0.0853,60,real_estate,unsecured,0.0,,2021-03-14,current,0,,,
LOAN_008769,COMP_002592,50000000.0,0.0498,12,real_estate,unsecured,0.0,,2022-11-15,paid_off,0,,,
LOAN_008770,COMP_000634,50000000.0,0.0828,24,equipment,real_estate,71489837.54,0.6994,2024-03-30,default,1,255,12298533.0,37701467.0
LOAN_008771,COMP_001266,7170639.48,0.06,36,acquisition,unsecured,0.0,,2024-02-22,current,0,,,
LOAN_008772,COMP_001078,39584279.59,0.068,24,acquisition,securities,78901684.8,0.5017,2023-09-20,paid_off,0,,,
LOAN_008773,COMP_004485,16285328.44,0.0627,60,equipment,real_estate,22138936.01,0.7356,2020-11-29,paid_off,0,,,
LOAN_008774,COMP_000342,23354337.56,0.0828,24,real_estate,unsecured,0.0,,2024-06-14,current,0,,,
LOAN_008775,COMP_000065,13012796.27,0.0565,24,real_estate,real_estate,16622112.71,0.7829,2022-03-18,paid_off,0,,,
LOAN_008776,COMP_002949,24704689.6,0.0816,48,equipment,securities,46072074.71,0.5362,2024-04-27,current,0,,,
LOAN_008777,COMP_001746,50000000.0,0.0745,60,refinancing,equipment,92278197.63,0.5418,2022-04-05,default,1,24,19074731.96,30925268.04
LOAN_008778,COMP_003103,50000000.0,0.0535,12,acquisition,securities,62704022.23,0.7974,2024-11-11,paid_off,0,,,
LOAN_008779,COMP_000726,25692251.4,0.0866,36,real_estate,real_estate,33666207.33,0.7631,2023-12-08,current,0,,,
LOAN_008780,COMP_000409,50000000.0,0.0696,48,real_estate,inventory,56603410.98,0.8833,2021-03-12,paid_off,0,,,
LOAN_008781,COMP_000364,8536343.72,0.0526,12,real_estate,real_estate,10926403.83,0.7813,2020-11-21,paid_off,0,,,
LOAN_008782,COMP_002356,13643649.55,0.0866,12,refinancing,inventory,22009631.64,0.6199,2024-06-10,paid_off,0,,,
LOAN_008783,COMP_004970,13305051.21,0.0635,36,equipment,securities,22740688.92,0.5851,2021-09-11,paid_off,0,,,
LOAN_008784,COMP_001085,31957002.27,0.0652,12,real_estate,unsecured,0.0,,2020-07-30,paid_off,0,,,
LOAN_008785,COMP_003473,50000000.0,0.0891,36,working_capital,receivables,62404973.93,0.8012,2022-05-31,paid_off,0,,,
LOAN_008786,COMP_001773,23569600.63,0.0713,36,acquisition,real_estate,44739979.5,0.5268,2022-11-07,paid_off,0,,,
LOAN_008787,COMP_003531,50000000.0,0.0644,60,working_capital,receivables,82404153.74,0.6068,2020-11-10,paid_off,0,,,
LOAN_008788,COMP_000886,397274.81,0.0825,12,equipment,unsecured,0.0,,2024-03-19,paid_off,0,,,
LOAN_008789,COMP_003549,5915850.61,0.0902,12,expansion,real_estate,11351116.66,0.5212,2023-06-05,paid_off,0,,,
LOAN_008790,COMP_002264,50000000.0,0.076,48,refinancing,securities,72671330.46,0.688,2020-09-12,default,1,437,21991042.73,28008957.27
LOAN_008791,COMP_002816,50000000.0,0.0681,12,refinancing,real_estate,66799610.47,0.7485,2021-02-16,paid_off,0,,,
LOAN_008792,COMP_003615,4232616.09,0.0717,36,real_estate,equipment,8168502.8,0.5182,2021-01-17,paid_off,0,,,
LOAN_008793,COMP_000588,26066679.75,0.0701,36,real_estate,equipment,32668180.67,0.7979,2021-03-14,paid_off,0,,,
LOAN_008794,COMP_000129,6952110.76,0.0611,36,expansion,securities,9384477.3,0.7408,2021-05-29,paid_off,0,,,
LOAN_008795,COMP_000534,50000000.0,0.0609,48,real_estate,unsecured,0.0,,2023-01-23,default,1,978,36566507.77,13433492.23
LOAN_008796,COMP_001619,7340585.5,0.0507,12,equipment,receivables,11985896.81,0.6124,2020-06-27,paid_off,0,,,
LOAN_008797,COMP_000050,46613513.32,0.0705,12,real_estate,securities,58634709.73,0.795,2024-03-17,paid_off,0,,,
LOAN_008798,COMP_001807,41656612.28,0.0535,36,real_estate,real_estate,77188810.4,0.5397,2020-02-16,paid_off,0,,,
LOAN_008799,COMP_002841,50000000.0,0.0812,48,real_estate,equipment,89550798.06,0.5583,2023-06-22,current,0,,,
LOAN_008800,COMP_000740,17110768.74,0.0913,12,working_capital,inventory,32377858.07,0.5285,2023-09-12,default,1,265,10277367.98,6833400.76
LOAN_008801,COMP_004074,50000000.0,0.0756,36,working_capital,receivables,96743824.4,0.5168,2022-05-16,paid_off,0,,,
LOAN_008802,COMP_004722,850947.4,0.0745,48,equipment,inventory,939147.79,0.9061,2022-06-21,current,0,,,
LOAN_008803,COMP_003111,19102518.4,0.0644,60,expansion,equipment,35580757.75,0.5369,2021-01-28,paid_off,0,,,
LOAN_008804,COMP_004739,11108318.5,0.054,12,acquisition,inventory,19848627.1,0.5597,2024-05-09,paid_off,0,,,
LOAN_008805,COMP_003914,10853603.24,0.0585,12,acquisition,real_estate,12598563.34,0.8615,2023-02-11,default,1,71,4196956.31,6656646.93
LOAN_008806,COMP_001206,50000000.0,0.0453,60,real_estate,inventory,89208453.65,0.5605,2023-05-05,current,0,,,
LOAN_008807,COMP_000091,30193719.78,0.0704,48,refinancing,real_estate,54787157.74,0.5511,2024-12-17,current,0,,,
LOAN_008808,COMP_001236,19789014.55,0.0656,36,equipment,receivables,22182627.87,0.8921,2021-07-29,paid_off,0,,,
LOAN_008809,COMP_002440,4043952.87,0.078,24,equipment,securities,4667591.33,0.8664,2023-01-19,paid_off,0,,,
LOAN_008810,COMP_002692,50000000.0,0.0751,48,refinancing,securities,90300521.49,0.5537,2020-09-22,paid_off,0,,,
LOAN_008811,COMP_000794,50000000.0,0.0721,60,real_estate,real_estate,61575260.09,0.812,2021-03-26,current,0,,,
LOAN_008812,COMP_002784,13808178.13,0.0759,60,working_capital,real_estate,18886113.21,0.7311,2022-12-17,current,0,,,
LOAN_008813,COMP_003689,50000000.0,0.0552,12,expansion,inventory,87697801.56,0.5701,2024-02-01,paid_off,0,,,
LOAN_008814,COMP_003669,659199.81,0.0595,12,real_estate,unsecured,0.0,,2022-09-20,paid_off,0,,,
LOAN_008815,COMP_001447,50000000.0,0.0563,24,working_capital,real_estate,86568067.4,0.5776,2023-12-26,paid_off,0,,,
LOAN_008816,COMP_000257,50000000.0,0.0579,60,acquisition,securities,60355658.48,0.8284,2024-10-25,current,0,,,
LOAN_008817,COMP_002377,38324106.27,0.0531,48,acquisition,securities,69828579.2,0.5488,2020-08-31,paid_off,0,,,
LOAN_008818,COMP_001653,44180907.25,0.0455,12,working_capital,inventory,87843258.99,0.503,2024-06-13,paid_off,0,,,
LOAN_008819,COMP_000936,50000000.0,0.0877,60,expansion,receivables,83951454.65,0.5956,2021-04-10,current,0,,,
LOAN_008820,COMP_003936,44184460.17,0.0725,36,real_estate,receivables,75989441.26,0.5815,2024-04-20,current,0,,,
LOAN_008821,COMP_004122,3921724.65,0.0674,48,refinancing,equipment,4884516.22,0.8029,2022-09-27,current,0,,,
LOAN_008822,COMP_003269,14977619.69,0.0703,36,refinancing,receivables,24725982.23,0.6057,2024-06-08,current,0,,,
LOAN_008823,COMP_003620,760859.02,0.0715,48,equipment,inventory,890501.33,0.8544,2023-08-31,current,0,,,
LOAN_008824,COMP_001577,7933241.68,0.0555,36,acquisition,unsecured,0.0,,2024-12-10,current,0,,,
LOAN_008825,COMP_003962,50000000.0,0.0815,48,acquisition,equipment,70197221.1,0.7123,2021-05-09,paid_off,0,,,
LOAN_008826,COMP_001936,32439099.63,0.0942,24,working_capital,equipment,60770339.87,0.5338,2023-11-18,paid_off,0,,,
LOAN_008827,COMP_002975,50000000.0,0.0553,24,equipment,inventory,74937867.56,0.6672,2024-09-17,current,0,,,
LOAN_008828,COMP_000132,50000000.0,0.072,24,acquisition,unsecured,0.0,,2023-06-29,paid_off,0,,,
LOAN_008829,COMP_002229,38490347.35,0.0844,60,working_capital,equipment,54691494.9,0.7038,2020-05-16,paid_off,0,,,
LOAN_008830,COMP_002474,50000000.0,0.052,60,expansion,real_estate,57868776.8,0.864,2020-03-29,paid_off,0,,,
LOAN_008831,COMP_004784,13213145.77,0.0774,48,working_capital,real_estate,25295192.26,0.5224,2024-11-16,current,0,,,
LOAN_008832,COMP_000322,7142778.62,0.085,12,working_capital,securities,8205151.75,0.8705,2022-09-09,paid_off,0,,,
LOAN_008833,COMP_003127,30217769.62,0.0543,12,real_estate,securities,50523176.36,0.5981,2021-10-23,paid_off,0,,,
LOAN_008834,COMP_000820,8237887.67,0.0907,60,working_capital,securities,9274978.63,0.8882,2024-01-21,current,0,,,
LOAN_008835,COMP_003856,5900831.09,0.0665,60,equipment,real_estate,8460693.05,0.6974,2022-01-27,current,0,,,
LOAN_008836,COMP_002917,50000000.0,0.0702,60,working_capital,unsecured,0.0,,2022-10-22,current,0,,,
LOAN_008837,COMP_003170,20670133.77,0.0616,60,real_estate,inventory,30669866.76,0.674,2022-10-08,current,0,,,
LOAN_008838,COMP_003319,50000000.0,0.0759,36,refinancing,receivables,98717779.29,0.5065,2023-10-30,current,0,,,
LOAN_008839,COMP_000574,18617838.13,0.0765,12,equipment,receivables,22575917.08,0.8247,2021-02-18,paid_off,0,,,
LOAN_008840,COMP_003910,50000000.0,0.0704,12,expansion,real_estate,84710913.25,0.5902,2024-09-10,paid_off,0,,,
LOAN_008841,COMP_000180,27996549.96,0.051,60,real_estate,equipment,36978456.74,0.7571,2024-02-20,current,0,,,
LOAN_008842,COMP_001541,50000000.0,0.0874,24,working_capital,receivables,90548721.04,0.5522,2023-09-25,paid_off,0,,,
LOAN_008843,COMP_000586,50000000.0,0.0681,36,refinancing,securities,93972261.66,0.5321,2020-04-12,paid_off,0,,,
LOAN_008844,COMP_003283,50000000.0,0.0741,24,real_estate,equipment,77744889.62,0.6431,2021-06-28,paid_off,0,,,
LOAN_008845,COMP_004241,17622336.15,0.0818,12,expansion,receivables,20520288.72,0.8588,2022-04-18,paid_off,0,,,
LOAN_008846,COMP_000387,50000000.0,0.0816,12,equipment,unsecured,0.0,,2024-08-27,paid_off,0,,,
LOAN_008847,COMP_004193,50000000.0,0.0641,24,real_estate,securities,60119935.19,0.8317,2021-04-08,paid_off,0,,,
LOAN_008848,COMP_003853,50000000.0,0.072,24,equipment,inventory,94995841.95,0.5263,2023-10-15,paid_off,0,,,
LOAN_008849,COMP_004593,8458501.91,0.0668,12,working_capital,real_estate,16075189.62,0.5262,2023-04-16,paid_off,0,,,
LOAN_008850,COMP_004442,6618095.52,0.0882,60,working_capital,equipment,10779786.78,0.6139,2022-10-23,current,0,,,
LOAN_008851,COMP_000252,50000000.0,0.0488,36,equipment,receivables,62115515.86,0.805,2023-09-01,current,0,,,
LOAN_008852,COMP_004315,50000000.0,0.0769,24,acquisition,receivables,61355280.66,0.8149,2021-08-09,paid_off,0,,,
LOAN_008853,COMP_001863,37787391.41,0.0704,36,equipment,securities,67094911.28,0.5632,2021-09-06,paid_off,0,,,
LOAN_008854,COMP_002536,50000000.0,0.0766,12,expansion,unsecured,0.0,,2024-10-04,paid_off,0,,,
LOAN_008855,COMP_003960,5642963.22,0.0671,48,acquisition,inventory,11278113.36,0.5003,2023-02-03,current,0,,,
LOAN_008856,COMP_002673,50000000.0,0.0584,60,real_estate,real_estate,60714657.37,0.8235,2020-04-21,paid_off,0,,,
LOAN_008857,COMP_004576,45574734.85,0.053,48,working_capital,real_estate,58531323.57,0.7786,2021-09-19,paid_off,0,,,
LOAN_008858,COMP_003604,7805217.25,0.0763,48,equipment,securities,13059173.72,0.5977,2021-01-16,paid_off,0,,,
LOAN_008859,COMP_004734,50000000.0,0.0625,12,equipment,securities,74801012.84,0.6684,2024-11-07,paid_off,0,,,
LOAN_008860,COMP_004140,48304343.18,0.0665,24,real_estate,unsecured,0.0,,2020-12-28,paid_off,0,,,
LOAN_008861,COMP_000666,41133864.36,0.0584,60,acquisition,inventory,66623878.44,0.6174,2021-02-08,current,0,,,
LOAN_008862,COMP_001644,50000000.0,0.0526,24,refinancing,unsecured,0.0,,2020-05-22,paid_off,0,,,
LOAN_008863,COMP_000134,32264654.72,0.0772,24,acquisition,inventory,55070911.66,0.5859,2022-09-05,paid_off,0,,,
LOAN_008864,COMP_000849,694680.19,0.0737,36,refinancing,unsecured,0.0,,2022-01-08,paid_off,0,,,
LOAN_008865,COMP_003348,12078225.52,0.0667,48,real_estate,inventory,23638467.4,0.511,2022-03-04,current,0,,,
LOAN_008866,COMP_003287,50000000.0,0.0578,60,refinancing,real_estate,82405845.81,0.6068,2024-09-29,current,0,,,
LOAN_008867,COMP_001241,23014458.95,0.0917,24,working_capital,inventory,32450426.69,0.7092,2021-05-31,paid_off,0,,,
LOAN_008868,COMP_002858,30167496.65,0.0643,36,equipment,inventory,36269579.19,0.8318,2023-06-21,current,0,,,
LOAN_008869,COMP_000350,33123044.17,0.0891,48,equipment,receivables,46843861.82,0.7071,2021-07-09,paid_off,0,,,
LOAN_008870,COMP_002007,18368133.37,0.0769,12,acquisition,securities,20557002.42,0.8935,2022-03-13,paid_off,0,,,
LOAN_008871,COMP_000990,8005050.59,0.0752,12,acquisition,real_estate,9257267.84,0.8647,2023-08-19,paid_off,0,,,
LOAN_008872,COMP_004221,50000000.0,0.0819,12,acquisition,real_estate,93134262.87,0.5369,2021-09-17,paid_off,0,,,
LOAN_008873,COMP_001448,50000000.0,0.0818,24,real_estate,receivables,85819006.31,0.5826,2021-06-28,paid_off,0,,,
LOAN_008874,COMP_001815,10171994.75,0.0792,36,expansion,real_estate,18853854.28,0.5395,2020-08-04,paid_off,0,,,
LOAN_008875,COMP_003806,50000000.0,0.0654,48,working_capital,inventory,91755675.55,0.5449,2024-12-04,current,0,,,
LOAN_008876,COMP_004094,50000000.0,0.0735,48,working_capital,unsecured,0.0,,2022-02-14,current,0,,,
LOAN_008877,COMP_002760,3421285.75,0.0821,60,acquisition,unsecured,0.0,,2021-10-07,current,0,,,
LOAN_008878,COMP_002382,50000000.0,0.0576,24,real_estate,securities,81343729.01,0.6147,2024-03-30,current,0,,,
LOAN_008879,COMP_001232,30774995.64,0.0719,24,real_estate,equipment,36404830.77,0.8454,2022-02-23,paid_off,0,,,
LOAN_008880,COMP_000557,50000000.0,0.069,36,refinancing,unsecured,0.0,,2023-06-25,current,0,,,
LOAN_008881,COMP_001178,21501677.31,0.0637,48,working_capital,equipment,25593736.17,0.8401,2021-03-05,paid_off,0,,,
LOAN_008882,COMP_002026,35534691.69,0.0826,24,working_capital,real_estate,68390993.93,0.5196,2023-03-12,paid_off,0,,,
LOAN_008883,COMP_001021,18252895.05,0.0659,60,working_capital,securities,31767681.09,0.5746,2021-03-16,current,0,,,
LOAN_008884,COMP_002027,15685299.12,0.0672,48,refinancing,securities,24220196.38,0.6476,2020-11-09,paid_off,0,,,
LOAN_008885,COMP_003755,14908537.25,0.0807,12,refinancing,securities,19512947.17,0.764,2021-08-27,paid_off,0,,,
LOAN_008886,COMP_001798,50000000.0,0.0678,12,acquisition,securities,74428517.01,0.6718,2020-01-27,paid_off,0,,,
LOAN_008887,COMP_003490,50000000.0,0.0583,24,acquisition,securities,95963542.24,0.521,2024-09-12,current,0,,,
LOAN_008888,COMP_000866,13462107.66,0.0782,24,acquisition,receivables,23458454.85,0.5739,2021-04-28,paid_off,0,,,
